"GENE","Pval.Imputed","Pval.Exome"
"RPP38-DT",NA,NA
"RPRML",NA,NA
"RPS12",NA,0.107537292619702
"RPS15",NA,0.412358063263035
"RPS15A",NA,NA
"RPS18",NA,NA
"RPS27",NA,0.609429198630451
"RPS2P32",NA,NA
"RPS6KL1",0.0870924,0.295061781464782
"RRN3P2",NA,NA
"RSRC2",0.185035,0.130414249309756
"RUNDC1",0.723733,0.928332754332458
"RUNDC3A",0.972636,0.12433354834872
"RUNDC3A-AS1",NA,NA
"RUSC1",0.5458,0.364728088791831
"RUSC1-AS1",0.671944,0.356981731984655
"RXFP4",0.83411,0.617845766862688
"RXRB",NA,0.0604187535224254
"S100Z",NA,NA
"S1PR4",0.476722,0.0980685071540801
"SALL1",0.615418,0.83887407241988
"SAMD4A",0.257981,0.000295943547324187
"SAPCD1",NA,NA
"SAPCD1-AS1",NA,NA
"SAR1B",NA,0.171184994735502
"SAT2",NA,0.221178196825551
"SATB1",0.589311,0.010358457423822
"SATB1-AS1",NA,NA
"SBDS",NA,0.232556642869858
"SBF2",0.00549503,0.385163697863577
"SBF2-AS1",NA,NA
"SBK1",0.365679,0.473214652067874
"SBNO1",0.25713,0.355377855750974
"SBNO1-AS1",NA,NA
"SCAF11",0.36061,0.25292202772957
"SCAMP3",0.0162121,0.185145550896485
"SCAMP4",0.278769,0.119647316863517
"SCARB2",0.000149583,0.107604304845837
"SCARNA21",NA,NA
"SCARNA26A",NA,NA
"SCARNA26B",NA,NA
"SCARNA4",NA,NA
"SCARNA7",NA,NA
"SCAT1",NA,NA
"SDAD1",0.00025379,0.242881284529329
"SDE2",NA,NA
"SDHC",NA,0.223095297327481
"SEC22A",NA,0.441988029051658
"SEC23IP",0.177597,0.0463125312213718
"SEC24A",0.812613,0.000634499309367569
"SELENOT",NA,NA
"SEMA4A",0.320503,0.681634263565967
"SEMA5B",0.051224,0.104898811241032
"SENP3",0.936333,0.231814182603498
"SENP3-EIF4A1",0.936333,0.231814182603498
"SEPHS2",NA,0.144088234690584
"SEPTIN1",NA,NA
"SEPTIN11",NA,NA
"SEPTIN9",NA,NA
"SERP1",NA,0.493577617321378
"SETD1A",0.728058,0.653546303207151
"SETDB2",NA,0.0634263998193201
"SETDB2-PHF11",NA,NA
"SEZ6L2",0.000543103,0.0795549808065795
"SF3A2",NA,0.243387651434015
"SFSWAP",0.198237,0.389136620046723
"SFTA2",NA,0.0704819662272423
"SFTPC",0.906728,0.209948901026086
"SFXN2",0.497039,0.20672487734677
"SFXN4",NA,0.0940453152988043
"SGF29",NA,NA
"SGTA",0.521992,0.0527455691576959
"SH2B1",0.895431,0.00606587311931195
"SH2D1B",NA,0.235059212875141
"SH3GL2",0.683335,0.293992231482504
"SH3RF1",1,0.00781859092338346
"SHBG",0.278664,0.177171031549852
"SHC1",0.0001052,0.115457032778042
"SHE",NA,0.142020835099141
"SHISA5",NA,0.352369068614486
"SHLD1",NA,NA
"SHOC2",NA,0.225517039258762
"SHROOM3",0.00168408,0.121992424148934
"SIAH2",NA,0.910223068167402
"SIGMAR1",0.0883917,0.148094868402204
"SIM2",0.954705,0.542066843146221
"SIPA1L2",0.261909,0.443598816262499
"SKA1",0.828506,0.363732399663922
"SKIV2L",0.848548,0.0429876642237175
"SKP1",NA,NA
"SLAMF1",NA,0.314810706463855
"SLAMF6",NA,0.424149661609659
"SLAMF7",0.617852,0.52931869817042
"SLBP",0.160525,0.487791293040545
"SLC13A5",NA,0.0392814563079915
"SLC15A2",NA,0.229637786628313
"SLC16A10",0.150281,0.148150224285161
"SLC16A11",0.746973,0.200789390893358
"SLC16A13",NA,0.348788762012553
"SLC18B1",NA,NA
"SLC25A20",0.965391,0.23624035269905
"SLC25A21",0.206438,0.319314263089201
"SLC25A21-AS1",NA,NA
"SLC25A35",0.617291,0.270922567247099
"SLC25A37",NA,0.596356125126081
"SLC25A39",NA,0.059903107736623
"SLC25A44",NA,0.665497820565165
"SLC25A48",0.101733,0.202775512197245
"SLC25A48-AS1",NA,NA
"SLC26A1",0.0180946,0.0663608140089749
"SLC26A6",0.776664,0.215930695542596
"SLC26A9",0.557778,0.325667009843791
"SLC2A13",0.0027111,0.634312602067686
"SLC2A4",0.391702,0.0459431157727493
"SLC35G5",NA,NA
"SLC35G6",NA,NA
"SLC38A1",0.442546,0.555388328220275
"SLC38A2",0.46356,0.0964162570117232
"SLC38A4",0.208841,0.137045227512677
"SLC39A1",NA,0.572274730078608
"SLC39A14",NA,0.457698269507893
"SLC39A3",0.707814,0.205456789022018
"SLC39A7",0.0207889,0.0503305856866016
"SLC41A1",NA,0.0971435066296559
"SLC44A1",0.503252,0.122549419183572
"SLC44A4",0.209287,0.0587340081011088
"SLC45A3",0.0460242,0.0455857350717581
"SLC49A3",NA,NA
"SLC49A4",NA,NA
"SLC4A1",0.328369,0.150913893929572
"SLC50A1",0.857815,0.0959064017407802
"SLC5A2",0.361028,0.564686122181163
"SLC7A2",0.0915492,0.0616097759207102
"SLC9A2",0.454995,0.377539203837983
"SLC9A4",1,0.145277051129505
"SLCO4C1",0.00297727,0.0358836989893433
"SLCO6A1",0.291037,0.143231678506738
"SLX1A",NA,0.0823177601166984
"SLX1A-SULT1A3",NA,0.0823177601166984
"SLX1B",NA,0.0823177601166984
"SLX1B-SULT1A4",NA,0.0823177601166984
"SMAD4",0.832635,0.363860889632878
"SMAP1",0.0881562,0.0280099321385571
"SMARCC1",0.56785,0.27661027644434
"SMC3",NA,0.0235546040239056
"SMC4",NA,0.407492185212863
"SMC6",NA,0.23713589228801
"SMG1",0.899376,0.208676103272897
"SMG1P2",NA,NA
"SMG1P5",NA,NA
"SMG1P6",NA,NA
"SMIM15",NA,NA
"SMIM15-AS1",NA,NA
"SMIM40",NA,NA
"SMNDC1",NA,0.751540576846649
"SMU1",NA,NA
"SNAP47",0.272323,0.0892317520882833
"SNCA",NA,0.267764617261949
"SNCA-AS1",NA,NA
"SNHG26",NA,NA
"SNHG32",NA,NA
"SNORA112",NA,NA
"SNORA15B-1",NA,NA
"SNORA15B-2",NA,NA
"SNORA19",NA,NA
"SNORA22",NA,NA
"SNORA30",NA,NA
"SNORA33",NA,NA
"SNORA38",NA,NA
"SNORA40B",NA,NA
"SNORA47",NA,NA
"SNORA48",NA,NA
"SNORA49",NA,NA
"SNORA58B",NA,NA
"SNORA63D",NA,NA
"SNORA63E",NA,NA
"SNORA67",NA,NA
"SNORA70E",NA,NA
"SNORA75B",NA,NA
"SNORA80C",NA,NA
"SNORA80E",NA,NA
"SNORA94",NA,NA
"SNORA99",NA,NA
"SNORA9B",NA,NA
"SNORD10",NA,NA
"SNORD100",NA,NA
"SNORD101",NA,NA
"SNORD118",NA,NA
"SNORD121A",NA,NA
"SNORD121B",NA,NA
"SNORD153",NA,NA
"SNORD166",NA,NA
"SNORD32B",NA,NA
"SNORD48",NA,NA
"SNORD52",NA,NA
"SNORD65C",NA,NA
"SNORD89",NA,NA
"SNORD93",NA,NA
"SNORD97",NA,NA
"SNRNP200",0.511851,0.41307232926611
"SNRNP35",NA,0.46596204942841
"SNX20",0.229115,0.196907741876075
"SNX29P2",NA,NA
"SOCS3",NA,0.125804189049934
"SOCS4",0.0910212,0.788730615735029
"SORBS3",0.119358,0.266535357564615
"SOST",0.264149,0.193958213100917
"SOWAHB",NA,NA
"SOX15",NA,0.0625639571083169
"SPATA19",NA,0.196271477468434
"SPATA32",NA,NA
"SPATA46",NA,NA
"SPATA7",NA,0.057333835171029
"SPC25",0.925155,0.284361819174106
"SPEM1",0.684786,0.100376957438974
"SPEM2",NA,NA
"SPEM3",NA,NA
"SPINK4",0.411486,0.00866745168480643
"SPINK8",0.735344,0.362420446982601
"SPN",0.484995,0.131374915435652
"SPNS1",0.0961379,0.227733178521663
"SPON2",0.539034,0.0902889516526119
"SPPL2B",NA,0.0109269310269582
"SPPL2C",NA,NA
"SPRYD7",NA,NA
"SPTSSB",NA,NA
"SRCAP",0.255905,2.56137691637681e-05
"SRGAP2",NA,0.146027122710209
"SRGAP2D",NA,NA
"SRP9",NA,NA
"SSR2",NA,0.199513994904058
"SSTR1",NA,0.138667264528774
"ST13P4",NA,NA
"STAG3L4",NA,0.36165320016336
"STARD7",0.755208,0.337144536220316
"STARD7-AS1",NA,NA
"STAT3",NA,0.182882982933086
"STAT5A",NA,0.373376828680154
"STAT5B",NA,0.696377163682034
"STBD1",0.0282664,0.316411850087818
"STEAP1B",NA,NA
"STH",NA,0.432043105086157
"STK19",0.770007,0.157243444500041
"STK31",0.155659,0.180134613071473
"STK39",0.0302416,0.0295466803437623
"STUM",NA,NA
"STX1B",NA,0.114644967016507
"STX4",NA,0.00890563192536453
"STX7",0.957121,0.220810154099614
"SUCNR1",NA,0.0314319438826562
"SUCO",NA,NA
"SUFU",0.539707,0.126548408400842
"SUGT1P1",NA,NA
"SULT1A1",NA,0.0773670009897219
"SULT1A2",NA,0.589076094741988
"SULT1A3",NA,0.0823177601166984
"SULT1A4",NA,0.0823177601166984
"SUV39H2",NA,0.507970978167437
"SV2C",0.0396384,0.0118398091861883
"SWAP70",NA,0.201082493328933
"SYNDIG1L",NA,NA
"SYNGAP1",0.360046,0.0395240213198003
"SYNGR2",NA,0.334630777480095
"SYT11",NA,0.950406703252678
"SYT17",0.018861,0.0206206620964153
"SYT4",0.20151,0.31420684166735
"TAAR1",NA,0.0673365530699956
"TAAR2",0.819385,0.30541684371625
"TAAR3P",NA,NA
"TAAR5",0.268815,0.132281998746444
"TAAR6",0.223843,0.39812995525094
"TAAR8",0.792075,0.305333208954157
"TAAR9",NA,0.0738460572870854
"TACC3",0.244289,0.372759964073726
"TAL2",NA,0.522538296907617
"TAOK2",NA,0.0368234822350032
"TAP1",0.318092,0.19046863229374
"TAP2",0.139806,0.191577794714081
"TAPBP",0.0331089,0.409207670362221
"TAPT1",0.141512,0.820160769333422
"TAPT1-AS1",NA,NA
"TARID",NA,NA
"TBC1D10B",0.44554,0.665259643367704
"TBC1D3P2",NA,NA
"TBC1D5",0.322242,0.0944771270440263
"TBC1D8",0.489008,0.0540354721521164
"TBC1D8-AS1",NA,NA
"TBKBP1",0.336995,0.286078661295679
"TBPL2",0.460618,0.0842045432366149
"TBX2",0.709496,0.0496175593276287
"TBX2-AS1",NA,NA
"TBX21",0.080822,0.0688987879377898
"TBX4",0.0284456,0.131424559451605
"TBX6",0.316154,0.035035682034147
"TCF21",0.617803,0.0330808677771628
"TCF3",NA,0.113716858326126
"TCF7",0.100866,0.0258245047451555
"TCTA",NA,0.226061150201323
"TCTN2",0.253042,0.143397597685494
"TDH",NA,NA
"TDRD10",0.277326,0.0116303995282209
"TEKT1",0.189362,0.141554119373948
"TEKT4",0.000112542,4.41868763800812e-13
"TENT4B",NA,NA
"TGFB1I1",NA,0.336451764106216
"THAP6",0.360707,0.308162344836601
"THBS3",0.839341,0.096149056232351
"THCAT158",NA,NA
"THOP1",NA,0.448751849970007
"THYN1",NA,0.274130235754482
"TIAL1",NA,NA
"TIFAB",NA,0.0143447368841119
"TIGD2",0.404386,0.26994339587665
"TIMM13",NA,0.395271685198934
"TIMP2",NA,0.409655784326052
"TK1",0.00631689,0.38079481715122
"TLCD3B",NA,NA
"TLE2",0.186454,0.0734283262568045
"TLE5",NA,NA
"TLE6",0.00463121,0.349746931847753
"TLK2",NA,0.0519939658581562
"TLN2",0.572199,0.0918256255930314
"TMA7",NA,NA
"TMC5",0.0353858,0.124644835412283
"TMC6",0.0283848,0.0435068365795286
"TMC7",0.23475,0.262481714134535
"TMC8",0.000352494,0.247485628692802
"TMCC2",0.742246,0.376116769537651
"TMED10",NA,0.516513898100262
"TMED11P",NA,NA
"TMED2",NA,0.335760089788543
"TMED2-DT",NA,NA
"TMEM101",0.943964,0.245195464800851
"TMEM102",0.327625,0.280338264383347
"TMEM106A",0.447661,0.0288547255146313
"TMEM107",NA,0.446522889704897
"TMEM127",NA,0.31746026922382
"TMEM129",0.941425,0.0655471504645339
"TMEM14EP",NA,NA
"TMEM163",NA,0.0716965738579212
"TMEM175",0.212351,0.159574163352525
"TMEM182",0.830861,0.16076655485446
"TMEM219",NA,0.559949223138909
"TMEM230",NA,NA
"TMEM235",NA,NA
"TMEM248",NA,NA
"TMEM256",NA,NA
"TMEM256-PLSCR3",NA,NA
"TMEM265",NA,NA
"TMEM271",NA,NA
"TMEM38B",0.474312,0.320337928696415
"TMEM63A",0.419691,0.00494415164494688
"TMEM81",0.284455,0.0985524118027307
"TMEM88",0.646781,0.102489199200284
"TMEM89",NA,0.0128423717545565
"TMEM95",0.433048,0.0620760476913907
"TMPRSS9",0.0949388,0.108781205426669
"TMUB2",0.325263,0.318810096612569
"TNFRSF10A",0.354757,0.0351496269129841
"TNFRSF10B",0.812187,0.304701539365846
"TNFRSF10C",0.607929,0.00999365779611483
"TNFRSF10D",0.254676,0.00801517664037705
"TNFSF12",NA,0.287468745560552
"TNFSF12-TNFSF13",NA,0.184580951929157
"TNFSF13",NA,0.0236987591306992
"TNK1",0.591813,0.0108224875513009
"TNRC6C",0.0224154,0.192373848768207
"TNRC6C-AS1",NA,NA
"TNXA",NA,NA
"TNXB",0.115522,0.221767408676089
"TOB2P1",NA,NA
"TOMM40L",0.182985,0.784588724777433
"TOMM7",NA,NA
"TOP1P1",NA,NA
"TOX3",0.243479,0.695130506597092
"TP53",NA,0.604812442470029
"TPM3",NA,0.893133890203807
"TPST1",0.435109,0.366870074176078
"TRA2A",NA,0.394471398760596
"TRAF3IP2",0.814869,0.269154809181639
"TRAF3IP2-AS1",0.814869,0.269154809181639
"TRAPPC1",NA,0.737892632190742
"TREX1",0.581271,0.163608331506923
"TRIM10",0.137024,0.0536315494931751
"TRIM13",NA,0.68268937650373
"TRIM15",0.350981,0.0091028421158989
"TRIM26",0.630194,0.156445116575678
"TRIM31",0.14553,0.221555415300465
"TRIM31-AS1",NA,NA
"TRIM39",NA,0.0744914362915182
"TRIM39-RPP21",0.210875,0.0837172428171265
"TRIM40",0.0904439,0.0221692031654245
"TRIM43",NA,0.413246582761309
"TRIM43B",NA,NA
"TRIM46",0.801453,0.227751750629476
"TRIM59",0.697724,NA
"TRIM59-IFT80",NA,NA
"TRIM72",NA,0.213979519990231
"TRIM8",0.0246764,0.264043128354042
"TRMT6",NA,0.786282141290373
"TSBP1",NA,NA
"TSBP1-AS1",NA,NA
"TSC22D2",0.418465,0.123527332810035
"TSNAX",0.548079,NA
"TSNAX-DISC1",0.339277,0.0781716311185965
"TSTD1",NA,NA
"TTC25",NA,0.0925388986022309
"TTC3",0.375265,0.134512579617333
"TTC3-AS1",NA,NA
"TTC6",NA,NA
"TTC8",0.65841,0.192311990681701
"TTLL5",0.49235,0.033636023402409
"TUBB",0.682499,0.845836975920344
"TUBE1",0.171509,0.34308289154378
"TUBG1",0.997045,0.675275867538541
"TUBG2",NA,0.420743636380546
"TUFM",NA,0.283713611597437
"TXNDC15",NA,0.532237901919722
"TXNDC17",0.191775,0.478784314349731
"TYW1",0.0759132,0.235441679399266
"UBAP1",0.890386,0.187430685850959
"UBAP2",0.0376229,0.00550116688654727
"UBAP2L",0.775354,0.520825460902306
"UBD",0.284392,0.198985384125228
"UBE2B",NA,NA
"UBE2Q1",0.0319008,NA
"UBE2Q1-AS1",NA,NA
"UBE2R2",NA,0.529014003985683
"UBQLN4",0.571011,0.164755848882135
"UBTF",NA,0.0391019881525885
"UCN2",0.686802,0.144866243151205
"UFC1",0.896359,0.188237226598755
"UHMK1",0.454134,0.116301267939167
"ULK1",0.432413,0.374890481876648
"UQCR11",NA,NA
"UQCRC1",0.490464,0.0836554026448549
"USF1",NA,0.664192703856974
"USO1",NA,0.173319652379976
"USP17L2",NA,0.0988175671590786
"USP17L7",NA,NA
"USP19",1,0.0136756781906063
"USP21",0.0331861,0.215883824785555
"USP36",0.227419,0.128497677692019
"USP4",0.0018829,0.090444118682665
"UVSSA",NA,NA
"VAMP2",0.447169,0.292901737922831
"VAMP4",NA,NA
"VARS",0.344425,0.0493843283091557
"VARS2",0.0474185,0.152289160412698
"VAT1",NA,0.250627368356587
"VDAC1",NA,0.105145119431679
"VKORC1",0.0929869,0.0555859040089997
"VKORC1L1",NA,0.256508997519273
"VN1R10P",NA,NA
"VN1R3",NA,NA
"VNN1",0.777373,0.176037993678685
"VNN2",0.00336805,0.682838297662913
"VNN3",0.485611,NA
"VPS13C",0.00419625,0.0836963783376045
"VPS25",NA,0.0229277804125851
"VPS26B",NA,0.476514721464228
"VPS26C",NA,NA
"VPS33A",1,0.110977167509982
"VPS35L",NA,NA
"VPS37A",0.389037,0.246353806433426
"VPS37B",0.511561,0.48740166536341
"VPS52",1,0.250921595001954
"VRTN",0.838086,0.0119924299229017
"VSNL1",NA,0.470290814719442
"VSX2",0.426749,0.0310047805382245
"VWA7",NA,NA
"WBP1L",NA,NA
"WDHD1",0.0822021,0.430132525450801
"WDR11-AS1",NA,NA
"WDR46",NA,0.279651888202676
"WDR5B",0.171248,0.0377603676317741
"WDR6",0.118702,0.0956452118804886
"WDR66",0.0592801,0.0181072389949516
"WEE1",0.531906,0.129956861034238
"WNK4",0.032362,0.00780685142383009
"WNT3",NA,0.0801189870731746
"WNT9B",0.0682774,0.763436901025207
"WRAP53",0.625666,0.0218933832565531
"WSPAR",NA,NA
"XAF1",NA,0.0947182237277975
"XIRP2",0.497642,0.00337662696147101
"XKR6",NA,0.264347370694487
"XPO6",0.0122126,0.156220325007213
"XPO7",NA,0.588681069868838
"YBX2",NA,0.116228190926233
"YBX3P1",NA,NA
"YEATS2",0.111172,0.224406344806518
"YEATS2-AS1",NA,NA
"YLPM1",0.895494,0.198555153956461
"YPEL3",0.917542,0.388793686567378
"YY1AP1",0.409072,0.0342322134591589
"ZBED3",NA,NA
"ZBED3-AS1",NA,NA
"ZBED5",0.712389,NA
"ZBED5-AS1",NA,NA
"ZBED9",NA,NA
"ZBTB12",0.0745889,0.534649981906636
"ZBTB22",0.34825,0.324412346277921
"ZBTB4",0.00575804,0.0844920147367363
"ZBTB7B",0.252281,0.0291397079397799
"ZBTB9",0.785019,0.00382883263249254
"ZC2HC1C",NA,NA
"ZC3H14",0.642741,0.535210620006121
"ZCCHC8",0.830629,0.0663412427570678
"ZCWPW2",0.742096,0.283032416026086
"ZDHHC2",NA,0.0587462831379487
"ZFP57",0.555433,0.0236926137253589
"ZG16",0.0699759,NA
"ZGRF1",NA,NA
"ZKSCAN3",1,0.273346479221717
"ZKSCAN4",0.564381,0.14485804987292
"ZKSCAN8",NA,NA
"ZNF10",0.143199,0.237559335452107
"ZNF140",NA,0.310713534435862
"ZNF141",0.252207,0.0997759139476391
"ZNF165",0.022394,0.103726458232066
"ZNF184",0.370061,0.0786431688052353
"ZNF192P1",NA,NA
"ZNF2",NA,0.0258434258555933
"ZNF204P",NA,NA
"ZNF26",NA,NA
"ZNF267",0.968624,0.156170903047765
"ZNF268",0.808883,0.369252573482076
"ZNF385C",NA,NA
"ZNF391",0.310813,0.231520061883613
"ZNF410",NA,0.0405782529833236
"ZNF423",0.0666727,0.589103362330692
"ZNF48",0.0168112,0.231872552954315
"ZNF514",1,0.131546514046749
"ZNF554",0.440412,0.284598191340242
"ZNF555",NA,0.0183586919911792
"ZNF556",0.199099,0.598488394248244
"ZNF57",0.293806,0.00233327074731071
"ZNF589",NA,0.477399076316426
"ZNF595",NA,0.479471995696551
"ZNF605",NA,0.824892053779048
"ZNF629",0.188366,0.0893762819044894
"ZNF646",0.427463,0.129592660905033
"ZNF668",0.992245,0.638683715536845
"ZNF678",0.298335,0.276136754498267
"ZNF688",0.246389,0.332344984936031
"ZNF689",0.268101,0.385567600960853
"ZNF705D",NA,0.203531695637852
"ZNF718",0.249642,0.441086883382302
"ZNF720",NA,NA
"ZNF721",0.183683,0.0203584827056593
"ZNF732",0.37549,NA
"ZNF747",0.313712,0.626380036808461
"ZNF764",0.693748,0.0736858557068812
"ZNF768",0.391553,0.24568211851861
"ZNF77",0.194996,0.0590095862063856
"ZNF771",0.259697,0.193057726916866
"ZNF785",1,0.0176728846609292
"ZNF84",NA,NA
"ZNF843",NA,NA
"ZNF847P",NA,NA
"ZNF876P",NA,NA
"ZNF891",NA,NA
"ZNRD1",0.374584,0.108145034717759
"ZNRD1ASP",NA,NA
"ZRANB3",0.0184078,0.00281528599379102
"ZSCAN12",0.593199,NA
"ZSCAN12P1",NA,NA
"ZSCAN16",0.0110214,NA
"ZSCAN16-AS1",NA,NA
"ZSCAN23",NA,NA
"ZSCAN26",NA,NA
"ZSCAN31",NA,NA
"ZSCAN9",NA,NA
"ZSWIM6",0.158461,NA
