GENE,GWAS,LOC_NUM
MIR6511A4,META5,60
MIR6770-1,META5,60
MIR6770-2,META5,60
MIR6770-3,META5,60
NOMO2,META5,60
NPIPA7,META5,60
NPIPA8,META5,60
PKD1P4-NPIPA8,META5,60
PKD1P5-LOC105376752,META5,60
RPS15A,META5,60
SMG1,META5,60
SYT17,META5,60
TMC5,META5,60
TMC7,META5,60
VPS35L,META5,60
APOBR,META5,61
ASPHD1,META5,61
ATP2A1,META5,61
ATP2A1-AS1,META5,61
ATXN2L,META5,61
BOLA2,META5,61
BOLA2B,META5,61
BOLA2-SMG1P6,META5,61
C16orf54,META5,61
CD19,META5,61
CDIPT,META5,61
CDIPTOSP,META5,61
CLN3,META5,61
EIF3C,META5,61
EIF3CL,META5,61
GSG1L,META5,61
IL27,META5,61
KCTD13,META5,61
KIF22,META5,61
LAT,META5,61
LOC388242,META5,61
LOC606724,META5,61
LOC613038,META5,61
MAZ,META5,61
MIR3680-1,META5,61
MIR3680-2,META5,61
MIR4517,META5,61
MIR4721,META5,61
MIR6862-1,META5,61
MIR6862-2,META5,61
MVP,META5,61
NFATC2IP,META5,61
NPIPB11,META5,61
NPIPB12,META5,61
NPIPB6,META5,61
NPIPB8,META5,61
NPIPB9,META5,61
NUPR1,META5,61
PAGR1,META5,61
PRRT2,META5,61
QPRT,META5,61
RABEP2,META5,61
RRN3P2,META5,61
SBK1,META5,61
SEZ6L2,META5,61
SGF29,META5,61
SH2B1,META5,61
SLX1A,META5,61
SLX1A-SULT1A3,META5,61
SLX1B,META5,61
SLX1B-SULT1A4,META5,61
SMG1P2,META5,61
SMG1P6,META5,61
SNX29P2,META5,61
SPN,META5,61
SPNS1,META5,61
SULT1A1,META5,61
SULT1A2,META5,61
SULT1A3,META5,61
SULT1A4,META5,61
TUFM,META5,61
XPO6,META5,61
ZG16,META5,61
AHSP,META5,62
ALDOA,META5,62
ARMC5,META5,62
BCKDK,META5,62
BCL7C,META5,62
BOLA2,META5,62
BOLA2B,META5,62
C16orf58,META5,62
C16orf92,META5,62
CCDC189,META5,62
CD2BP2,META5,62
CLUHP3,META5,62
CORO1A,META5,62
COX6A2,META5,62
CTF1,META5,62
DCTPP1,META5,62
DOC2A,META5,62
FBRS,META5,62
FBXL19,META5,62
FBXL19-AS1,META5,62
FRG2KP,META5,62
FUS,META5,62
GDPD3,META5,62
HIRIP3,META5,62
HSD3B7,META5,62
INO80E,META5,62
ITGAD,META5,62
ITGAL,META5,62
ITGAM,META5,62
ITGAX,META5,62
KAT8,META5,62
LINC02190,META5,62
LOC101928595,META5,62
LOC112694756,META5,62
LOC388242,META5,62
LOC606724,META5,62
LOC613038,META5,62
LOC730183,META5,62
MAPK3,META5,62
MIR4518,META5,62
MIR4519,META5,62
MIR762,META5,62
MIR762HG,META5,62
MYLPF,META5,62
NPIPB12,META5,62
NPIPB13,META5,62
ORAI3,META5,62
PHKG2,META5,62
PPP4C,META5,62
PRR14,META5,62
PRSS36,META5,62
PRSS53,META5,62
PRSS8,META5,62
PYCARD,META5,62
PYCARD-AS1,META5,62
PYDC1,META5,62
RNF40,META5,62
SEPHS2,META5,62
SEPTIN1,META5,62
SETD1A,META5,62
SLC5A2,META5,62
SLX1A,META5,62
SLX1A-SULT1A3,META5,62
SLX1B,META5,62
SLX1B-SULT1A4,META5,62
SMG1P5,META5,62
SNORA30,META5,62
SNORA80C,META5,62
SRCAP,META5,62
STX1B,META5,62
STX4,META5,62
SULT1A3,META5,62
SULT1A4,META5,62
TAOK2,META5,62
TBC1D10B,META5,62
TBX6,META5,62
TGFB1I1,META5,62
TLCD3B,META5,62
TMEM219,META5,62
TMEM265,META5,62
TRIM72,META5,62
VKORC1,META5,62
VN1R3,META5,62
YBX3P1,META5,62
YPEL3,META5,62
ZNF267,META5,62
ZNF48,META5,62
ZNF629,META5,62
ZNF646,META5,62
ZNF668,META5,62
ZNF688,META5,62
ZNF689,META5,62
ZNF720,META5,62
ZNF747,META5,62
ZNF764,META5,62
ZNF768,META5,62
ZNF771,META5,62
ZNF785,META5,62
ZNF843,META5,62
ADCY7,META5,63
BRD7,META5,63
CNEP1R1,META5,63
CYLD,META5,63
HEATR3,META5,63
LINC02127,META5,63
LINC02168,META5,63
LINC02178,META5,63
LOC101927272,META5,63
MIR3181,META5,63
MIR6771,META5,63
NKD1,META5,63
NOD2,META5,63
SALL1,META5,63
SNX20,META5,63
TENT4B,META5,63
ZNF423,META5,63
AKTIP,META5,64
C16orf97,META5,64
CASC16,META5,64
CASC22,META5,64
CHD9,META5,64
LINC00919,META5,64
LINC01571,META5,64
LINC02180,META5,64
LOC102723373,META5,64
LOC105371267,META5,64
LOC643802,META5,64
RBL2,META5,64
RPGRIP1L,META5,64
TOX3,META5,64
AKTIP,META5,65
C16orf97,META5,65
CASC16,META5,65
CASC22,META5,65
CHD9,META5,65
FTO,META5,65
LINC00919,META5,65
LINC02180,META5,65
LOC102723373,META5,65
LOC105371267,META5,65
LOC643802,META5,65
RBL2,META5,65
RPGRIP1L,META5,65
TOX3,META5,65
ACADVL,META5,66
ACAP1,META5,66
ALOX12,META5,66
ALOX12-AS1,META5,66
ALOX12B,META5,66
ALOX12P2,META5,66
ALOX15B,META5,66
ALOX15P1,META5,66
ALOXE3,META5,66
ARHGEF15,META5,66
ASGR1,META5,66
ASGR2,META5,66
ATP1B2,META5,66
AURKB,META5,66
BCL6B,META5,66
BORCS6,META5,66
C17orf100,META5,66
C17orf49,META5,66
CD68,META5,66
CHD3,META5,66
CHRNB1,META5,66
CLDN7,META5,66
CLEC10A,META5,66
CNTROB,META5,66
CTC1,META5,66
CTDNEP1,META5,66
CYB5D1,META5,66
DLG4,META5,66
DNAH2,META5,66
DVL2,META5,66
EFNB3,META5,66
EIF4A1,META5,66
EIF5A,META5,66
ELP5,META5,66
FBXO39,META5,66
FGF11,META5,66
FXR2,META5,66
GABARAP,META5,66
GPS2,META5,66
GUCY2D,META5,66
HES7,META5,66
KCNAB3,META5,66
KCTD11,META5,66
KDM6B,META5,66
KIAA0753,META5,66
KRBA2,META5,66
LINC00324,META5,66
LOC100128288,META5,66
LOC100996842,META5,66
MED31,META5,66
MIR195,META5,66
MIR324,META5,66
MIR4314,META5,66
MIR4520-1,META5,66
MIR4520-2,META5,66
MIR4521,META5,66
MIR497,META5,66
MIR497HG,META5,66
MIR6883,META5,66
MPDU1,META5,66
NAA38,META5,66
NDEL1,META5,66
NEURL4,META5,66
NLGN2,META5,66
ODF4,META5,66
PER1,META5,66
PFAS,META5,66
PHF23,META5,66
PITPNM3,META5,66
PLSCR3,META5,66
POLR2A,META5,66
RANGRF,META5,66
RNASEK,META5,66
RNASEK-C17orf49,META5,66
RNF222,META5,66
RNF227,META5,66
RPL26,META5,66
RPL29P2,META5,66
SAT2,META5,66
SCARNA21,META5,66
SENP3,META5,66
SENP3-EIF4A1,META5,66
SHBG,META5,66
SLC13A5,META5,66
SLC16A11,META5,66
SLC16A13,META5,66
SLC25A35,META5,66
SLC2A4,META5,66
SLC35G6,META5,66
SNORA48,META5,66
SNORA67,META5,66
SNORD10,META5,66
SNORD118,META5,66
SOX15,META5,66
SPEM1,META5,66
SPEM2,META5,66
SPEM3,META5,66
TEKT1,META5,66
TMEM102,META5,66
TMEM107,META5,66
TMEM256,META5,66
TMEM256-PLSCR3,META5,66
TMEM88,META5,66
TMEM95,META5,66
TNFSF12,META5,66
TNFSF12-TNFSF13,META5,66
TNFSF13,META5,66
TNK1,META5,66
TP53,META5,66
TRAPPC1,META5,66
TXNDC17,META5,66
VAMP2,META5,66
WRAP53,META5,66
XAF1,META5,66
YBX2,META5,66
ZBTB4,META5,66
AARSD1,META5,67
ACLY,META5,67
AOC2,META5,67
AOC3,META5,67
AOC4P,META5,67
ARL4D,META5,67
ATP6V0A1,META5,67
BECN1,META5,67
BRCA1,META5,67
C17orf113,META5,67
CAVIN1,META5,67
CCDC200,META5,67
CCR10,META5,67
CNP,META5,67
CNTD1,META5,67
CNTNAP1,META5,67
COA3,META5,67
COASY,META5,67
DHX58,META5,67
DHX8,META5,67
DNAJC7,META5,67
EIF1,META5,67
ETV4,META5,67
EZH1,META5,67
FKBP10,META5,67
G6PC,META5,67
GAST,META5,67
GHDC,META5,67
HAP1,META5,67
HCRT,META5,67
HSD17B1,META5,67
HSPB9,META5,67
IFI35,META5,67
JUP,META5,67
KAT2A,META5,67
KCNH4,META5,67
KLHL10,META5,67
KLHL11,META5,67
KRT14,META5,67
KRT16,META5,67
KRT17,META5,67
KRT42P,META5,67
LINC00671,META5,67
LINC00910,META5,67
LOC101929767,META5,67
LOC108783654,META5,67
MEOX1,META5,67
MIR2117,META5,67
MIR2117HG,META5,67
MIR5010,META5,67
MIR548AT,META5,67
MIR6780A,META5,67
MIR6781,META5,67
MLX,META5,67
NAGLU,META5,67
NBR1,META5,67
NBR2,META5,67
NKIRAS2,META5,67
NT5C3B,META5,67
P3H4,META5,67
PLEKHH3,META5,67
PSMC3IP,META5,67
PSME3,META5,67
PTGES3L,META5,67
PTGES3L-AARSD1,META5,67
RAB5C,META5,67
RAMP2,META5,67
RAMP2-AS1,META5,67
RETREG3,META5,67
RND2,META5,67
RPL27,META5,67
RUNDC1,META5,67
STAT3,META5,67
STAT5A,META5,67
STAT5B,META5,67
TMEM106A,META5,67
TTC25,META5,67
TUBG1,META5,67
TUBG2,META5,67
VAT1,META5,67
VPS25,META5,67
WNK4,META5,67
ZNF385C,META5,67
ACBD4,META5,68
ADAM11,META5,68
ARL4D,META5,68
ASB16,META5,68
ASB16-AS1,META5,68
ATXN7L3,META5,68
C17orf53,META5,68
C1QL1,META5,68
CCDC103,META5,68
CCDC200,META5,68
CCDC43,META5,68
CD300LG,META5,68
CFAP97D1,META5,68
DBF4B,META5,68
DCAKD,META5,68
DHX8,META5,68
DUSP3,META5,68
EFTUD2,META5,68
ETV4,META5,68
FAM171A2,META5,68
FAM187A,META5,68
FAM215A,META5,68
FMNL1,META5,68
FZD2,META5,68
G6PC3,META5,68
GFAP,META5,68
GJC1,META5,68
GPATCH8,META5,68
GRN,META5,68
HDAC5,META5,68
HEXIM1,META5,68
HEXIM2,META5,68
HIGD1B,META5,68
ITGA2B,META5,68
KIF18B,META5,68
LINC00910,META5,68
LINC01180,META5,68
LINC01976,META5,68
LOC101929767,META5,68
LOC105371789,META5,68
LOC105371795,META5,68
LOC339192,META5,68
LSM12,META5,68
MAP3K14,META5,68
MAP3K14-AS1,META5,68
MEIOC,META5,68
MEOX1,META5,68
MIR2117,META5,68
MIR2117HG,META5,68
MIR6782,META5,68
MIR6783,META5,68
MIR6784,META5,68
MPP2,META5,68
MPP3,META5,68
NAGS,META5,68
NBR1,META5,68
NBR2,META5,68
NMT1,META5,68
PLCD3,META5,68
PPY,META5,68
PYY,META5,68
RUNDC3A,META5,68
RUNDC3A-AS1,META5,68
SLC25A39,META5,68
SLC4A1,META5,68
SOST,META5,68
SPATA32,META5,68
TMEM101,META5,68
TMEM106A,META5,68
TMUB2,META5,68
UBTF,META5,68
ACBD4,META5,69
ADAM11,META5,69
ARHGAP27,META5,69
ARL17A,META5,69
ARL17B,META5,69
C1QL1,META5,69
CCDC103,META5,69
CCDC43,META5,69
CRHR1,META5,69
DBF4B,META5,69
DCAKD,META5,69
EFTUD2,META5,69
FAM187A,META5,69
FMNL1,META5,69
GFAP,META5,69
GJC1,META5,69
HEXIM1,META5,69
HEXIM2,META5,69
HIGD1B,META5,69
KANSL1,META5,69
KANSL1-AS1,META5,69
KIF18B,META5,69
LINC02210,META5,69
LINC02210-CRHR1,META5,69
LOC105371795,META5,69
LOC339192,META5,69
LRRC37A,META5,69
LRRC37A2,META5,69
LRRC37A4P,META5,69
MAP3K14,META5,69
MAP3K14-AS1,META5,69
MAPK8IP1P2,META5,69
MAPT,META5,69
MAPT-AS1,META5,69
MAPT-IT1,META5,69
MEIOC,META5,69
MIR4315-1,META5,69
MIR4315-2,META5,69
MIR6783,META5,69
MIR6784,META5,69
NMT1,META5,69
NSF,META5,69
NSFP1,META5,69
PLCD3,META5,69
PLEKHM1,META5,69
SPATA32,META5,69
SPPL2C,META5,69
STH,META5,69
ARL17A,META5,70
ARL17B,META5,70
CDC27,META5,70
CRHR1,META5,70
EFCAB13,META5,70
GOSR2,META5,70
ITGB3,META5,70
KANSL1,META5,70
KANSL1-AS1,META5,70
KPNB1,META5,70
LINC02210-CRHR1,META5,70
LRRC37A,META5,70
LRRC37A2,META5,70
MAPT,META5,70
MAPT-AS1,META5,70
MAPT-IT1,META5,70
MIR5089,META5,70
MRPL45P2,META5,70
MYL4,META5,70
NPEPPS,META5,70
NSF,META5,70
NSFP1,META5,70
RPRML,META5,70
SPPL2C,META5,70
STH,META5,70
TBKBP1,META5,70
TBX21,META5,70
THCAT158,META5,70
WNT3,META5,70
WNT9B,META5,70
BCAS3,META5,71
BRIP1,META5,71
C17orf82,META5,71
EFCAB3,META5,71
INTS2,META5,71
LOC101927855,META5,71
LOC101927877,META5,71
LOC105371855,META5,71
MARCH10,META5,71
MED13,META5,71
METTL2A,META5,71
MRC2,META5,71
NACA2,META5,71
TBC1D3P2,META5,71
TBX2,META5,71
TBX2-AS1,META5,71
TBX4,META5,71
TLK2,META5,71
AFMID,META5,72
BIRC5,META5,72
C17orf99,META5,72
C1QTNF1,META5,72
C1QTNF1-AS1,META5,72
CANT1,META5,72
CEP295NL,META5,72
CYTH1,META5,72
DNAH17,META5,72
DNAH17-AS1,META5,72
ENGASE,META5,72
LGALS3BP,META5,72
LINC01973,META5,72
LINC01987,META5,72
LINC01993,META5,72
LOC100507351,META5,72
LOC101928674,META5,72
LOC400622,META5,72
PGS1,META5,72
RBFOX3,META5,72
SCAT1,META5,72
SEPTIN9,META5,72
SOCS3,META5,72
SYNGR2,META5,72
TIMP2,META5,72
TK1,META5,72
TMC6,META5,72
TMC8,META5,72
TMEM235,META5,72
TNRC6C,META5,72
TNRC6C-AS1,META5,72
USP36,META5,72
ASXL3,META5,73
CCDC178,META5,73
DTNA,META5,73
KLHL14,META5,73
NOL4,META5,73
LINC00907,META5,74
RIT2,META5,74
SYT4,META5,74
CFAP53,META5,75
CXXC1,META5,75
ELAC1,META5,75
LINC01630,META5,75
MAPK4,META5,75
MBD1,META5,75
ME2,META5,75
MEX3C,META5,75
MRO,META5,75
MYO5B,META5,75
SKA1,META5,75
SMAD4,META5,75
ABHD17A,META5,76
ADAMTSL5,META5,76
ADAT3,META5,76
AMH,META5,76
AP3D1,META5,76
APC2,META5,76
ATP8B3,META5,76
BTBD2,META5,76
C19orf25,META5,76
CELF5,META5,76
CSNK1G2,META5,76
CSNK1G2-AS1,META5,76
DAZAP1,META5,76
DIRAS1,META5,76
DOT1L,META5,76
GADD45B,META5,76
GAMT,META5,76
GNA11,META5,76
GNA15,META5,76
GNG7,META5,76
IZUMO4,META5,76
JSRP1,META5,76
KLF16,META5,76
LINC01775,META5,76
LINGO3,META5,76
LMNB2,META5,76
LOC100288123,META5,76
LOC100996351,META5,76
LSM7,META5,76
MBD3,META5,76
MEX3D,META5,76
MIR1227,META5,76
MIR1909,META5,76
MIR4321,META5,76
MIR6789,META5,76
MIR7108,META5,76
MIR7850,META5,76
MKNK2,META5,76
MOB3A,META5,76
NCLN,META5,76
NDUFS7,META5,76
OAZ1,META5,76
ONECUT3,META5,76
PCSK4,META5,76
PEAK3,META5,76
PLEKHJ1,META5,76
PLK5,META5,76
PWWP3A,META5,76
REEP6,META5,76
REXO1,META5,76
RPS15,META5,76
S1PR4,META5,76
SCAMP4,META5,76
SF3A2,META5,76
SGTA,META5,76
SLC39A3,META5,76
SPPL2B,META5,76
TCF3,META5,76
THOP1,META5,76
TIMM13,META5,76
TLE2,META5,76
TLE5,META5,76
TLE6,META5,76
TMPRSS9,META5,76
UQCR11,META5,76
ZNF554,META5,76
ZNF555,META5,76
ZNF556,META5,76
ZNF57,META5,76
ZNF77,META5,76
BMP2,META5,77
CASC20,META5,77
CDS2,META5,77
CHGB,META5,77
CRLS1,META5,77
FERMT1,META5,77
GPCPD1,META5,77
LINC00654,META5,77
LINC00658,META5,77
LINC01713,META5,77
LINC01729,META5,77
LOC643406,META5,77
LRRN4,META5,77
MCM8,META5,77
MCM8-AS1,META5,77
PCNA,META5,77
PCNA-AS1,META5,77
PROKR2,META5,77
SHLD1,META5,77
TMEM230,META5,77
TRMT6,META5,77
CLDN14,META5,78
DSCR10,META5,78
DSCR4,META5,78
DSCR8,META5,78
DSCR9,META5,78
DYRK1A,META5,78
ERG,META5,78
HLCS,META5,78
KCNJ15,META5,78
KCNJ6,META5,78
LINC01423,META5,78
LOC105372795,META5,78
PIGP,META5,78
RIPPLY3,META5,78
SIM2,META5,78
TTC3,META5,78
TTC3-AS1,META5,78
VPS26C,META5,78
ADRA2A,Progression,1
BBIP1,Progression,1
DUSP5,Progression,1
GPAM,Progression,1
HEAT2,Progression,1
MIR4680,Progression,1
MIR548E,Progression,1
MXI1,Progression,1
PDCD4,Progression,1
PDCD4-AS1,Progression,1
RBM20,Progression,1
RPL13AP6,Progression,1
SHOC2,Progression,1
SMC3,Progression,1
SMNDC1,Progression,1
ABCA1,Progression,2
FKTN,Progression,2
FSD1L,Progression,2
NIPSNAP3A,Progression,2
NIPSNAP3B,Progression,2
OR13C2,Progression,2
OR13C3,Progression,2
OR13C4,Progression,2
OR13C5,Progression,2
OR13C8,Progression,2
OR13C9,Progression,2
OR13D1,Progression,2
OR13F1,Progression,2
RALGAPA1P1,Progression,2
SLC44A1,Progression,2
TAL2,Progression,2
TMEM38B,Progression,2
LOC101929109,Asian,1
F2RL2,Asian,1
NCRUPAR,Asian,1
SNORA47,Asian,1
HMGCR,Asian,1
ANKDD1B,Asian,1
LOC441087,Asian,1
IQGAP2,Asian,1
F2RL1,Asian,1
CRHBP,Asian,1
ZBED3,Asian,1
AGGF1,Asian,1
POLK,Asian,1
COL4A3BP,Asian,1
POC5,Asian,1
F2R,Asian,1
ZBED3-AS1,Asian,1
S100Z,Asian,1
PDE8B,Asian,1
SV2C,Asian,1
MIR3914-1,Asian,2
MIR3914-2,Asian,2
GALNT17,Asian,2
CALN1,Asian,2
AUTS2,Asian,2
